anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
1554,Asatte no Houkou.,Living for the Day After Tomorrow,あさっての方向。,7.03,"Drama, Supernatural","About to enter junior high school, Karada Iokawa is a cheerful and reliable girl, who hates being treated as a child more than anything. After her parents' deaths, her older brother, Hiro, comes back from studying abroad to take care of her. His ex-girlfriend Shouko Nogami, a composed yet sometimes childish and stubborn young woman, follows him to Japan in order to find out why he left her. Between the two girls, the atmosphere is tense, which eventually leads to Shouko calling Karada childish.

Later, Karada stands before a shrine praying to grow up. Little does she know that the shrine wishing stone would grant her wish. As Karada grows older, at the same time, Shouko, who happens to be nearby, finds herself a child once again. With their ages now reversed, Shouko and Karada must come to terms with one another and ultimately themselves.",TV,12.0,"Oct 6, 2006 to Dec 22, 2006",fall 2006,Finished Airing,"Bandai Visual, Lantis, TBS, Mag Garden",Sentai Filmworks,J.C.Staff,Manga,25 min per ep,PG-13 - Teens 13 or older,3866.0,4203,42,10130.0,24307,https://cdn.myanimelist.net/images/anime/4/74962.jpg
1555,Tokimeki Memorial: Only Love,Tokimeki Memorial,ときめきメモリアル Only Love,7.03,"Comedy, Romance","Aoba Riku has just transferred to a new high school because of his father's job, and things aren't quite what he expected. The headmaster's secretary controls the school while espousing the virtues of academic freedom, the teachers are even stranger than normal teachers, and half the student body is walking around with animal ears on. On his very first day, Riku is unfortunate enough to find himself at the center of the student council's latest event, which has him running for his life. All this on top of the normal high school rigour of popularity contests, crushes, and homework makes it unsure whether Riku will be able to survive this new school.

(Source: ANN)",TV,25.0,"Oct 3, 2006 to Apr 3, 2007",fall 2006,Finished Airing,Konami,UNKNOWN,AIC ASTA,Game,24 min per ep,PG-13 - Teens 13 or older,3857.0,3460,93,15233.0,36605,https://cdn.myanimelist.net/images/anime/1207/128537.jpg
1556,Kikoushi Enma,Demon Prince Enma,鬼公子　炎魔,7.05,"Fantasy, Horror, Supernatural","Enma is a character created by the genius manga artist Go Nagai. Now, the popular character makes his appearance in an alluring Japanese horror anime for adults. It's a hair-raising erotic suspense in which Enma takes on complicated and gruesome incidents caused by demons who lurk in the darkness. But humans have lit up the darkness of the night with neon lights and turned their world into one that never sleeps, so demons now lurk in the ""darkness of the human heart."" Unfulfilled hearts, suppressed hearts, despair,...such darkness of the heart is the place they lurk.

Enma is the Demon Prince of the Underworld, a demon ""Born of Fire."" His mission is to take back or destroy demons that have escaped to the human world from the Underworld. Along with his partner, Princess Yukihime, ""Born of Ice,"" and the monster, Kapaeru, Enma sets up ""Enma's Detective Agency."" Tonight, like any other night, they will roam the sleepless city. Horrific incidents that could not possibly be human acts occur one after another. The stench of evil lingers at the scene... Enma's fire rips through the darkness!

(Source: Bandai Entertainment)",OVA,4.0,"Aug 24, 2006 to Mar 23, 2007",UNKNOWN,Finished Airing,Bandai Visual,"Bandai Entertainment, Bandai Visual USA",Brain's Base,Manga,40 min per ep,R+ - Mild Nudity,3759.0,4548,43,6971.0,20297,https://cdn.myanimelist.net/images/anime/8/50391.jpg
1557,Shounen Onmyouji,Shonen Onmyoji,少年陰陽師,7.55,"Action, Fantasy","Masahiro is the grandson of the great onmyouji, Abe no Seimei. However, he lost his sixth sense that enables him to see supernatural beings, which is very important for an onmyouji. Thus, he is left with no choice but to try and pick a different career. But one day, a strange mononoke appears, which he names Mokkun, who shows him his true potential powers after fighting a demon. With the assistance of Mokkun, his quest to become the greatest onmyouji begins.",TV,26.0,"Oct 4, 2006 to Mar 28, 2007",fall 2006,Finished Airing,"Sotsu, Marine Entertainment","Funimation, Geneon Entertainment USA",Studio Deen,Light novel,23 min per ep,PG-13 - Teens 13 or older,1571.0,2768,268,19629.0,54709,https://cdn.myanimelist.net/images/anime/1865/106109.jpg
1558,Yarima Queen,Sex Demon Queen,ヤーリマクィーン,6.0,"Comedy, Fantasy, Hentai","The sorceress Kuri uses her magic to defend herself from perverted monsters and demons, but her partner, Rima, would much rather do perverted things than defend herself. When the two save a woman from a gang rape, they catch the eye of an evil Sex Queen and her dog-demons. When the sex demons release the passions of Kuri and Rima, even the duo`s formidable powers will be useless. Don`t miss it as all four girls redefine the meaning of Doggie Style!

(Source: AniDB)",OVA,1.0,"Jun 25, 2000",UNKNOWN,Finished Airing,Green Bunny,"Media Blasters, NYAV Post",AIC,Unknown,29 min,Rx - Hentai,UNKNOWN,8723,13,1665.0,3912,https://cdn.myanimelist.net/images/anime/10/41571.jpg
1559,Shijou Saikyou no Deshi Kenichi,KenIchi: The Mightiest Disciple,史上最強の弟子 ケンイチ,8.06,"Action, Comedy","Whenever he is not getting pummeled in the karate club after school, high schooler Kenichi Shirahama can be found with his head buried in one of the many self-help books he carries with him every day. One day, on the way to school, Kenichi accidentally frightens the new student in his class, leading her to throw him down onto the ground. After apologizing for her violent reflexes, she introduces herself as Miu Furinji and asks Kenichi to be her friend.

Later that day, after karate club practice, Kenichi is given an ultimatum by one of the other club members: they will fight next week and the loser has to quit the club permanently. While lamenting his imminent defeat in the upcoming fight, Kenichi witnesses Miu fend off three thugs easily. Fed up with being perpetually bullied by those more powerful than him, he asks Miu for tips on how to become a better fighter. She directs Kenichi to her grandfather's dojo, Ryouzanpaku, where several skilled—albeit strange—masters of extreme martial arts have gathered to hone their abilities. Miu promises that Kenichi will become significantly stronger, but only if he manages to stay alive.

With those ominous words looming in his mind and the appearance of a criminal martial arts gang known as ""Ragnarok"" threatening the safety of those around him, Kenichi takes the first step on his journey to become a world-class fighter and a defender of the defenseless.",TV,50.0,"Oct 8, 2006 to Sep 30, 2007",fall 2006,Finished Airing,"TV Tokyo, Tokyo Movie Shinsha, Shogakukan","Funimation, Discotek Media",TMS Entertainment,Manga,24 min per ep,PG-13 - Teens 13 or older,522.0,759,3500,153691.0,293102,https://cdn.myanimelist.net/images/anime/9/75515.jpg
1560,Choujin Gakuen Gowcaizer: The Voltage Fighters,Voltage Fighter Gowcaizer,超人学園ゴウカイザー　ＴＨＥ　ＶＯＬＴＡＧＥ　ＦＩＧＨＴＥＲＳ,4.96,"Action, Sci-Fi, Ecchi","It is the dawn of the 21st century. The cataclysmic earthquake which reduced half of Tokyo to a broken landscape of twisted steel and shattered stone was only the first sign of the impending apocalypse. 

Athletic and popular, Isato Kaiza was an otherwise ordinary student. But nothing could've prepared him for the day he was given a Caizer Stone by fellow student Kash , alias Hellstinger. Armed with the mysterious crystal, Isato now possesses the power to transform into the armored hero: Gowcaizer! 

To save the Earth, Gowcaizer and Hellstinger must join forces against Omni Exist, the manifestation of all negative human desires, and the force behind the recent disasters, before the entity obliterates the human race!",OVA,3.0,"Sep 27, 1996 to Jan 31, 1997",UNKNOWN,Finished Airing,GAGA,Central Park Media,J.C.Staff,Game,30 min per ep,R+ - Mild Nudity,12003.0,8518,7,1486.0,4224,https://cdn.myanimelist.net/images/anime/2/24751.jpg
1561,Lovedol: Lovely Idol,Lovely Idol,らぶドル～Lovely Idol～,6.13,UNKNOWN,"Lovedol, or Lovely Idol, is a girl group consisting of two generations of idols. The 3rd Generation is about to make its debut, but to their surprise, they have been delayed! The vague reason is only that ""they lack something."" The manager, and the 3rd Gen. girls too, must find the answer.",TV,12.0,"Oct 3, 2006 to Dec 19, 2006",fall 2006,Finished Airing,"AIC, Pony Canyon Enterprise",UNKNOWN,"AIC ASTA, TNK",Visual novel,24 min per ep,PG-13 - Teens 13 or older,8196.0,6465,9,2918.0,8460,https://cdn.myanimelist.net/images/anime/6/6448.jpg
1562,Yamato Nadeshiko Shichihenge♥,The Wallflower,ヤマトナデシコ七変化♥,7.72,Comedy,"Ever since her crush rejected her by insulting her appearance, Sunako Nakahara has been a shut-in with a hatred for beauty, embracing all things morbid and occult-related. She is sent to live in her aunt's mansion which, to her dismay, she'll share with four exceedingly handsome boys her age. Furthermore, her flighty aunt has made a deal with these boys that in exchange for living there rent-free, they are to turn Sunako into a proper lady by the time she returns from a trip around the world.

Thus begins Sunako's hectic life with abrasive Kyohei Takano, ladies' man Ranmaru Morii, calm Takenaga Oda, and friendly Yukinojo Toyama. As she interacts with them she finds them less obnoxious, and she may not be as much of an outcast as she thought.",TV,25.0,"Oct 4, 2006 to Mar 28, 2007",fall 2006,Finished Airing,UNKNOWN,"ADV Films, Funimation",Nippon Animation,Manga,24 min per ep,PG-13 - Teens 13 or older,1094.0,1383,2299,80535.0,156960,https://cdn.myanimelist.net/images/anime/11/7701.jpg
1563,Magic Knight Rayearth II,Magic Knight Rayearth II,魔法騎士（マジックナイト）レイアース II,7.52,"Adventure, Drama, Fantasy, Romance","Little time has passed since the Magic Knights’ final confrontation with Princess Emeraude’s ""Mashin."" Still haunted by the princess’ death, Hikaru Shidou returns to Tokyo Tower. There, she meets her friends Umi Ryuuzaki and Fuu Hououji for the first time since their spontaneous quest to save Cephiro. Plagued by nightmares of the realm she had left behind, Hikaru is relieved to find that her companions too want to return and serve the kingdom they once so dutifully protected.

The Magic Knights’ wish is answered, for at the top of Tokyo Tower, the three are blinded by the same great light they had seen on the day they first met. Once more on the back of a flying fish, the group returns to Cephiro—a world now desolate and in ruins. With the collapse of the Pillar's power, monsters freely roam the land while three nations seek to annex Cephiro with hopes of seizing the Pillar for themselves. Complicating things further is the mysterious Lady Debonair, who proclaims herself to be the rightful heir of the fallen country.

Now confronting graver stakes and radically different enemies, the three Magic Knights set forth once more to save Cephiro and bring peace. With the bonds they have forged together, the trio stands united in the face of such a great challenge.",TV,29.0,"Apr 10, 1995 to Nov 27, 1995",spring 1995,Finished Airing,UNKNOWN,"Media Blasters, Discotek Media",TMS Entertainment,Manga,24 min per ep,PG-13 - Teens 13 or older,1665.0,3652,144,16433.0,32432,https://cdn.myanimelist.net/images/anime/1336/135527.jpg
1564,Pokemon Advanced Generation,Pokémon: Advanced,ポケットモンスター　アドバンスジェネレーション,7.11,"Action, Adventure, Comedy, Fantasy","After participating in the Johto League, Satoshi decides to begin anew in yet another journey; this time by himself and Pikachu, in the land of Houen. Though he isn't alone for long, as 10-year-old Haruka (whom dislikes Pokemon, but just wants to come along to see the world) travels with him after Pikachu destroys her bicycle. Satoshi also meets up with his old companion, Takeshi, and Haruka's younger brother, Masato. Together, they travel along in Houen, battling Gym Leaders, entering Contests, and other events on the way to the Houen League.

(Source: ANN, edited)",TV,192.0,"Nov 21, 2002 to Sep 14, 2006",fall 2002,Finished Airing,"TV Tokyo, Shogakukan-Shueisha Productions, TV Tokyo Music, Studio Jack","VIZ Media, 4Kids Entertainment, The Pokemon Company International",OLM,Game,24 min per ep,PG - Children,3496.0,1210,258,113770.0,182339,https://cdn.myanimelist.net/images/anime/1759/97378.jpg
1565,Pokemon Diamond & Pearl,Pokémon: Diamond and Pearl,ポケットモンスター ダイヤモンド&パール,7.26,"Action, Adventure, Comedy, Fantasy","Following the end of Satoshi's Hoenn journey, he travels to the Sinnoh region for his next adventure en route to becoming a Pokémon Master. Immediately upon arrival, Team Rocket makes another attempt to snatch Pikachu, only for it to fail once again. However, Pikachu has fallen deep into a forest and it's up to Satoshi to find him! Along the way, he reunites with Takeshi—a Pokémon breeder with whom he has traveled through many regions—and meets his soon-to-be rival, Shinji, a power-hungry trainer who cares little for his Pokémons' feelings.

Still in search for Pikachu, Satoshi notices a powerful electric attack in the distance and heads toward it to find Pikachu with Team Rocket and Hikari—a novice trainer aiming to be the top Pokémon coordinator. After foiling Team Rocket's plans, Satoshi reunites with Pikachu and Hikari joins the group. And thus, Ash and his friends begin their journey through the exciting land of Sinnoh.",TV,191.0,"Sep 28, 2006 to Sep 9, 2010",fall 2006,Finished Airing,"TV Tokyo, Shogakukan-Shueisha Productions, SoftX, Nintendo, Studio Jack","VIZ Media, The Pokemon Company International",OLM,Game,23 min per ep,PG - Children,2746.0,1498,498,86814.0,140492,https://cdn.myanimelist.net/images/anime/13/25749.jpg
